is_preview,survey_id,respondent_id,start_time,end_time,Q1 Which country do you live in?,Q2 What is your gender?,Q3 What is the highest level of education you've attained?,Q4 What region of the UK do you live in?,"Q5 What is your postcode? For example, if your postcode is 'SW1A 1AA', please enter 'SW1A 1' - the first part of the postcode and the first digit of the second part.",Q7 How did you vote in the 2016 EU Referendum?,Q8.0 Did you vote in the 2019 General Election?,"Q8.1 If so, how did you vote in the 2019 General Election?",Q9 How did you vote in the 2017 General Election?,"Q10 If an election were held tomorrow, which party, if any, would you vote for?","Q11 Overall, do you approve or disapprove of the Government’s performance?","Q12.1 Below is a list of political parties. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Conservatives","Q12.2 Below is a list of political parties. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Labour","Q12.3 Below is a list of political parties. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Liberal Democrats","Q12.4 Below is a list of political parties. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Brexit Party","Q12.5 Below is a list of political parties. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Greens","Q12.6 Below is a list of political parties. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Scottish National Party","Q12.7 Below is a list of political parties. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Plaid Cymru","Q13.1 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Boris Johnson, the Prime Minister","Q13.2 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Rishi Sunak, the Chancellor","Q13.3 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Matt Hancock, the Health Secretary","Q13.4 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Priti Patel, the Home Secretary","Q13.5 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Dominic Raab, the Foreign Secretary","Q13.6 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Sir Keir Starmer, the Leader of the Opposition","Q13.7 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Nicola Sturgeon, the First Minister of Scotland","Q13.8 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Nigel Farage, Leader of the Brexit Party","Q13.9 Below is a list of political figures. For each could you say on a scale of 0 to 100 how warmly you feel towards them with 0 meaning completely cold, 100 meaning completely warm and 50 meaning somewhere in the middle.... Sir Ed Davey, Acting Leader of the Liberal Democrats",Q14 Do you know the name of your current Member of Parliament?,Q15 Do you approve of the performance of your local MP?,"Q16 Have you received any communication from your local MP in the past month? (eg. leaflets, adverts, door-knocking)",Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Britain leaving the EU,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Education and schools,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Helping the country recover from Covid-19,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Jobs and the economy,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Protecting the environment / climate change,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Ranked 1st,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Ranked 2nd,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Ranked 3rd,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Ranked 4th,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Ranked 5th,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Ranked 6th,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Ranked 7th,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Ranked 8th,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... The NHS and social care,Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... The level of immigration,"Q17 Please rank the following issues in order of importance for the *country* - with 1 as the most important and 8 as the least important.... Transport and infrastructure (eg. roads, trains, bus routes)",Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Britain leaving the EU,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Education and schools,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Helping your area recover from Covid-19,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Jobs and the economy,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Protecting the environment / climate change,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Ranked 1st,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Ranked 2nd,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Ranked 3rd,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Ranked 4th,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Ranked 5th,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Ranked 6th,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Ranked 7th,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Ranked 8th,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... The NHS and social care,Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... The level of immigration,"Q18 Please rank the following issues in order of importance for *your local area* - with 1 as the most important and 8 as the least important.... Transport and infrastructure (eg. roads, trains, bus routes)",Q19,Q20 In which region of the UK do you reside?,Q21 What is your year of birth?,Q22,Q23
False,7858f084-89fc-4d61-9659-5bec93ef7706,8700389747,2020-07-31 06:34:33,2020-07-31 06:44:31,England,Male,City & Guilds certificate,West Midlands,CV22 7,I voted to Leave,"Yes, I voted",Brexit Party,UK Independence Party (UKIP),Brexit Party,Somewhat approve,61-70,0-9,0-9,71-80,50,0-9,20-29,81-90,81-90,50,20-29,30-39,0-9,0-9,91-100,30-39,Yes,No,Yes,Ranked 4th,Ranked 3rd,Ranked 5th,Ranked 1st,,Jobs and the economy,The NHS and social care,Education and schools,Britain leaving the EU,Helping the country recover from Covid-19,The level of immigration,"Transport and infrastructure (eg. roads, trains, bus routes)",Protecting the environment / climate change,Ranked 2nd,Ranked 6th,Ranked 7th,Ranked 4th,Ranked 5th,Ranked 7th,Ranked 1st,Ranked 8th,Jobs and the economy,The level of immigration,The NHS and social care,Britain leaving the EU,Education and schools,"Transport and infrastructure (eg. roads, trains, bus routes)",Helping your area recover from Covid-19,Protecting the environment / climate change,Ranked 3rd,Ranked 2nd,Ranked 6th,NA,West Midlands,1973,,
False,,1066041204,2020-08-02 17:59:51,2020-08-02 18:07:13,England,Female,"University or CNAA higher degree (e.g. M.Sc, Ph.D) ",West Midlands,CV35 7,I voted to Remain,"Yes, I voted",Labour,Labour,Labour,Somewhat disapprove,10-19,61-70,30-39,0-9,50,0-9,0-9,0-9,,20-29,0-9,0-9,50,51-60,0-9,0-9,No,No,Yes,Ranked 7th,Ranked 4th,Ranked 1st,Ranked 2nd,Ranked 3rd,Helping the country recover from Covid-19,Jobs and the economy,Protecting the environment / climate change,Education and schools,,"Transport and infrastructure (eg. roads, trains, bus routes)",Britain leaving the EU,The level of immigration,Ranked 5th,Ranked 8th,Ranked 6th,Ranked 8th,Ranked 3rd,Ranked 2nd,Ranked 1st,Ranked 4th,Jobs and the economy,Helping your area recover from Covid-19,Education and schools,Protecting the environment / climate change,The NHS and social care,The level of immigration,"Transport and infrastructure (eg. roads, trains, bus routes)",Britain leaving the EU,,Ranked 6th,Ranked 7th,NA,West Midlands,1991,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,8757564254,2020-08-01 15:09:36,2020-08-01 15:18:20,England,,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed) ",South West,,I voted to Leave,"Yes, I voted",Conservative,Conservative,Don't know,Somewhat approve,71-80,51-60,,20-29,51-60,20-29,20-29,81-90,81-90,51-60,51-60,51-60,,50,50,51-60,Yes,Yes,No,Ranked 5th,Ranked 7th,Ranked 1st,,Ranked 4th,Helping the country recover from Covid-19,Jobs and the economy,The NHS and social care,Protecting the environment / climate change,Britain leaving the EU,The level of immigration,Education and schools,"Transport and infrastructure (eg. roads, trains, bus routes)",Ranked 3rd,Ranked 6th,Ranked 8th,Ranked 5th,Ranked 4th,Ranked 2nd,Ranked 1st,Ranked 6th,Jobs and the economy,Helping your area recover from Covid-19,The NHS and social care,Education and schools,Britain leaving the EU,Protecting the environment / climate change,The level of immigration,"Transport and infrastructure (eg. roads, trains, bus routes)",Ranked 3rd,Ranked 7th,Ranked 8th,NA,South West,1997,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,8701715332,2020-07-31 16:47:04,2020-07-31 16:55:07,England,Male,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed) ",South East,RG25 3,I voted to Remain,"No, I do not vote",,Green,Greens,Neither approve or disapprove,30-39,30-39,30-39,10-19,81-90,20-29,20-29,20-29,20-29,20-29,20-29,20-29,20-29,20-29,0-9,20-29,No,,No,Ranked 6th,Ranked 3rd,Ranked 2nd,Ranked 4th,Ranked 7th,The NHS and social care,Helping the country recover from Covid-19,Education and schools,Jobs and the economy,"Transport and infrastructure (eg. roads, trains, bus routes)",Britain leaving the EU,Protecting the environment / climate change,The level of immigration,Ranked 1st,Ranked 8th,Ranked 5th,Ranked 7th,Ranked 2nd,Ranked 5th,Ranked 3rd,Ranked 6th,,Education and schools,Jobs and the economy,"Transport and infrastructure (eg. roads, trains, bus routes)",Helping your area recover from Covid-19,Protecting the environment / climate change,Britain leaving the EU,The level of immigration,Ranked 1st,Ranked 8th,,NA,South East,1952,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,4197653823,2020-08-01 14:50:05,2020-08-01 14:59:49,England,Female,"CSE grade 1, GCE O level, GCSE, School Certificate ",South East,GU15 2,I voted to Leave,"Yes, I voted",Conservative,,Conservatives,Strongly approve,91-100,0-9,0-9,50,0-9,0-9,0-9,71-80,61-70,61-70,30-39,50,0-9,0-9,,0-9,Yes,Yes,No,Ranked 1st,Ranked 8th,Ranked 3rd,Ranked 5th,Ranked 6th,,The NHS and social care,Helping the country recover from Covid-19,The level of immigration,Jobs and the economy,Protecting the environment / climate change,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,Ranked 2nd,Ranked 4th,,Ranked 1st,Ranked 7th,Ranked 3rd,Ranked 5th,Ranked 4th,Britain leaving the EU,The NHS and social care,Helping your area recover from Covid-19,Protecting the environment / climate change,Jobs and the economy,The level of immigration,Education and schools,"Transport and infrastructure (eg. roads, trains, bus routes)",Ranked 2nd,Ranked 6th,Ranked 8th,NA,South East,1949,,
,7858f084-89fc-4d61-9659-5bec93ef7706,3830379614,2020-08-02 16:18:27,2020-08-02 16:25:37,England,Female,"CSE grade 1, GCE O level, GCSE, School Certificate ",East of England,CM19 4,I voted to Leave,"Yes, I voted",Labour,Labour,Don't know,Somewhat disapprove,0-9,20-29,0-9,0-9,10-19,0-9,0-9,0-9,,0-9,0-9,0-9,20-29,0-9,0-9,0-9,Yes,No,Yes,Ranked 7th,Ranked 4th,Ranked 1st,Ranked 5th,Ranked 3rd,Helping the country recover from Covid-19,The NHS and social care,Protecting the environment / climate change,Education and schools,Jobs and the economy,"Transport and infrastructure (eg. roads, trains, bus routes)",Britain leaving the EU,The level of immigration,Ranked 2nd,Ranked 8th,Ranked 6th,Ranked 7th,,Ranked 1st,Ranked 3rd,Ranked 5th,Helping your area recover from Covid-19,The NHS and social care,Jobs and the economy,Education and schools,Protecting the environment / climate change,"Transport and infrastructure (eg. roads, trains, bus routes)",Britain leaving the EU,,Ranked 2nd,Ranked 8th,Ranked 6th,NA,East of England,1979,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,2905300655,2020-07-31 11:12:42,2020-07-31 11:19:59,England,Male,"CSE grade 1, GCE O level, GCSE, School Certificate ",West Midlands,DY6 9,I voted to Leave,"Yes, I voted",Conservative,Labour,Labour,Somewhat approve,30-39,71-80,0-9,0-9,0-9,0-9,0-9,40-49,50,40-49,10-19,30-39,,0-9,10-19,0-9,No,No,No,Ranked 5th,Ranked 3rd,Ranked 4th,Ranked 2nd,Ranked 8th,The NHS and social care,Jobs and the economy,Education and schools,Helping the country recover from Covid-19,Britain leaving the EU,"Transport and infrastructure (eg. roads, trains, bus routes)",The level of immigration,Protecting the environment / climate change,Ranked 1st,Ranked 7th,Ranked 6th,Ranked 5th,Ranked 3rd,Ranked 4th,Ranked 2nd,Ranked 8th,,Jobs and the economy,Education and schools,Helping your area recover from Covid-19,Britain leaving the EU,"Transport and infrastructure (eg. roads, trains, bus routes)",The level of immigration,Protecting the environment / climate change,Ranked 1st,Ranked 7th,Ranked 6th,NA,West Midlands,1974,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,2345723414,2020-07-31 18:02:17,2020-07-31 18:11:58,England,Female,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",East of England,SS2 4,I didn't vote,"Yes, I voted",I didn't vote,Didn't vote,Would not vote,Strongly disapprove,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,No,No,No,Ranked 7th,Ranked 4th,Ranked 1st,,Ranked 6th,Helping the country recover from Covid-19,Jobs and the economy,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,The level of immigration,Protecting the environment / climate change,Britain leaving the EU,The NHS and social care,Ranked 8th,Ranked 5th,Ranked 3rd,Ranked 7th,Ranked 4th,Ranked 2nd,Ranked 1st,Ranked 6th,Jobs and the economy,Helping your area recover from Covid-19,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,The level of immigration,Protecting the environment / climate change,Britain leaving the EU,The NHS and social care,Ranked 8th,Ranked 5th,Ranked 3rd,NA,East of England,1965,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,1674923066,2020-08-02 05:22:38,2020-08-02 05:30:02,England,Male,GCE A level or Higher Certificate ,East Midlands,NN16 8,I didn't vote,"Yes, I voted",I didn't vote,Didn't vote,Would not vote,,50,,50,0-9,20-29,50,0-9,,71-80,50,71-80,71-80,71-80,0-9,0-9,71-80,No,No,No,Ranked 4th,Ranked 3rd,Ranked 5th,Ranked 2nd,Ranked 7th,The NHS and social care,Jobs and the economy,Education and schools,Britain leaving the EU,,"Transport and infrastructure (eg. roads, trains, bus routes)",Protecting the environment / climate change,The level of immigration,Ranked 1st,Ranked 8th,Ranked 6th,Ranked 3rd,Ranked 4th,Ranked 5th,Ranked 2nd,Ranked 7th,The NHS and social care,Jobs and the economy,Britain leaving the EU,Education and schools,Helping your area recover from Covid-19,"Transport and infrastructure (eg. roads, trains, bus routes)",Protecting the environment / climate change,The level of immigration,Ranked 1st,Ranked 8th,Ranked 6th,NA,East Midlands,1967,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,2740818709,2020-08-03 09:23:16,2020-08-03 09:31:57,England,Male,City & Guilds certificate,South West,TR10 8,I voted to Leave,"Yes, I voted",Conservative,Conservative,Conservatives,Somewhat approve,91-100,0-9,0-9,50,0-9,0-9,0-9,91-100,81-90,81-90,91-100,81-90,20-29,0-9,50,0-9,Yes,Yes,Yes,Ranked 1st,Ranked 5th,Ranked 4th,Ranked 6th,Ranked 8th,Britain leaving the EU,The NHS and social care,,Helping the country recover from Covid-19,Education and schools,Jobs and the economy,"Transport and infrastructure (eg. roads, trains, bus routes)",Protecting the environment / climate change,Ranked 2nd,Ranked 3rd,Ranked 7th,Ranked 1st,Ranked 4th,Ranked 6th,Ranked 2nd,Ranked 8th,,Jobs and the economy,The NHS and social care,Education and schools,"Transport and infrastructure (eg. roads, trains, bus routes)",Helping your area recover from Covid-19,,Protecting the environment / climate change,Ranked 3rd,Ranked 7th,Ranked 5th,NA,South West,1944,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,1245767896,2020-07-30 20:00:39,2020-07-30 20:09:58,England,Female,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed) ",East Midlands,NN8 1,I voted to Leave,"Yes, I voted",Conservative,Conservative,Conservatives,Strongly approve,91-100,50,30-39,0-9,50,0-9,0-9,91-100,91-100,50,50,0-9,50,30-39,0-9,30-39,Yes,No,No,Ranked 3rd,Ranked 6th,Ranked 4th,,,Jobs and the economy,The NHS and social care,Britain leaving the EU,Helping the country recover from Covid-19,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,The level of immigration,Protecting the environment / climate change,Ranked 2nd,Ranked 7th,Ranked 5th,Ranked 3rd,Ranked 7th,Ranked 4th,Ranked 1st,Ranked 8th,Jobs and the economy,The NHS and social care,Britain leaving the EU,Helping your area recover from Covid-19,"Transport and infrastructure (eg. roads, trains, bus routes)",The level of immigration,Education and schools,Protecting the environment / climate change,Ranked 2nd,Ranked 6th,Ranked 5th,NA,East Midlands,1967,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,6927272847,2020-08-01 20:09:42,2020-08-01 20:18:40,England,Female,GCE A level or Higher Certificate ,East of England,CM11 C,I voted to Remain,"Yes, I voted",Conservative,Conservative,Don't know,Somewhat disapprove,40-49,51-60,30-39,0-9,71-80,10-19,0-9,40-49,20-29,10-19,81-90,0-9,20-29,61-70,0-9,30-39,Yes,Yes,No,Ranked 8th,Ranked 5th,Ranked 2nd,Ranked 3rd,Ranked 4th,The NHS and social care,Helping the country recover from Covid-19,Jobs and the economy,Protecting the environment / climate change,,"Transport and infrastructure (eg. roads, trains, bus routes)",The level of immigration,Britain leaving the EU,Ranked 1st,Ranked 7th,Ranked 6th,Ranked 8th,Ranked 5th,Ranked 2nd,Ranked 4th,Ranked 3rd,The NHS and social care,Helping your area recover from Covid-19,Protecting the environment / climate change,Jobs and the economy,Education and schools,"Transport and infrastructure (eg. roads, trains, bus routes)",The level of immigration,Britain leaving the EU,Ranked 1st,Ranked 7th,Ranked 6th,NA,Wales,1991,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,5272108813,2020-08-02 15:42:18,2020-08-02 15:52:14,England,Female,"CSE grade 1, GCE O level, GCSE, School Certificate ",Yorkshire and the Humber,DN4 9,I voted to Leave,"Yes, I voted",Brexit Party,Conservative,,Somewhat approve,50,10-19,0-9,40-49,30-39,0-9,0-9,71-80,81-90,81-90,51-60,81-90,0-9,0-9,,10-19,Yes,No,No,Ranked 2nd,Ranked 4th,Ranked 5th,Ranked 3rd,Ranked 8th,The NHS and social care,Britain leaving the EU,Jobs and the economy,Education and schools,Helping the country recover from Covid-19,The level of immigration,"Transport and infrastructure (eg. roads, trains, bus routes)",Protecting the environment / climate change,Ranked 1st,Ranked 6th,,Ranked 4th,Ranked 3rd,Ranked 6th,Ranked 2nd,Ranked 8th,The NHS and social care,Jobs and the economy,Education and schools,Britain leaving the EU,The level of immigration,Helping your area recover from Covid-19,"Transport and infrastructure (eg. roads, trains, bus routes)",Protecting the environment / climate change,Ranked 1st,Ranked 5th,Ranked 7th,NA,Yorkshire and the Humber,,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,7675385042,2020-07-31 07:40:28,2020-07-31 07:48:23,England,,CSE grades 2-5 ,East of England,DISH’S H,I voted to Remain,"Yes, I voted",Liberal Democrat,Liberal Democrat,Labour,Somewhat approve,61-70,30-39,,10-19,10-19,10-19,81-90,10-19,30-39,10-19,20-29,20-29,81-90,10-19,10-19,10-19,Yes,Yes,Yes,Ranked 1st,Ranked 3rd,Ranked 7th,Ranked 4th,Ranked 8th,Britain leaving the EU,The NHS and social care,Education and schools,Jobs and the economy,The level of immigration,"Transport and infrastructure (eg. roads, trains, bus routes)",Helping the country recover from Covid-19,Protecting the environment / climate change,Ranked 2nd,Ranked 5th,Ranked 6th,,,,,,,,,,,,,,,,,,Wales,1998,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,,2020-07-31 13:41:01,2020-07-31 13:50:10,,Male,"University or CNAA higher degree (e.g. M.Sc, Ph.D) ",South West,GL3 3,I voted to Remain,"Yes, I voted",Labour,Labour,Labour,Somewhat approve,0-9,81-90,0-9,0-9,91-100,20-29,0-9,0-9,0-9,0-9,0-9,0-9,91-100,40-49,0-9,0-9,No,Yes,Yes,Ranked 2nd,Ranked 4th,Ranked 6th,Ranked 7th,Ranked 8th,The NHS and social care,Britain leaving the EU,The level of immigration,Education and schools,"Transport and infrastructure (eg. roads, trains, bus routes)",Helping the country recover from Covid-19,Jobs and the economy,Protecting the environment / climate change,Ranked 1st,Ranked 3rd,Ranked 5th,Ranked 2nd,Ranked 1st,Ranked 8th,Ranked 6th,Ranked 7th,Education and schools,Britain leaving the EU,The NHS and social care,The level of immigration,"Transport and infrastructure (eg. roads, trains, bus routes)",Jobs and the economy,Protecting the environment / climate change,Helping your area recover from Covid-19,Ranked 3rd,Ranked 4th,Ranked 5th,NA,South West,1951,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,9820631032,2020-07-31 00:57:49,2020-07-31 01:05:43,England,Female,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed) ",South West,GL54 3,I voted to Remain,"Yes, I voted",Liberal Democrat,Liberal Democrat,Liberal Democrats,,0-9,,81-90,0-9,71-80,10-19,71-80,0-9,30-39,20-29,0-9,10-19,81-90,10-19,0-9,81-90,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,1950,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,2753056986,2020-08-01 19:45:40,2020-08-01 19:53:21,England,,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed) ",West Midlands,DY6 7,I voted to Remain,"Yes, I voted",Labour,Labour,Labour,Strongly disapprove,0-9,91-100,10-19,10-19,,10-19,10-19,0-9,0-9,50,50,50,50,50,0-9,50,No,No,No,Ranked 7th,Ranked 5th,Ranked 4th,Ranked 3rd,Ranked 1st,Protecting the environment / climate change,The NHS and social care,Jobs and the economy,Helping the country recover from Covid-19,Education and schools,"Transport and infrastructure (eg. roads, trains, bus routes)",Britain leaving the EU,The level of immigration,Ranked 2nd,Ranked 8th,Ranked 6th,Ranked 7th,Ranked 4th,Ranked 5th,Ranked 3rd,Ranked 1st,Protecting the environment / climate change,The NHS and social care,Jobs and the economy,Education and schools,Helping your area recover from Covid-19,"Transport and infrastructure (eg. roads, trains, bus routes)",Britain leaving the EU,The level of immigration,Ranked 2nd,Ranked 8th,Ranked 6th,,,1998,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,1472187389,2020-08-01 04:10:53,2020-08-01 04:19:22,England,,GCE A level or Higher Certificate ,London,W10 6,I voted to Leave,"Yes, I voted",Conservative,,Some other party,Strongly disapprove,51-60,0-9,0-9,81-90,0-9,0-9,0-9,30-39,50,0-9,10-19,0-9,0-9,0-9,91-100,0-9,Yes,,No,Ranked 1st,Ranked 6th,Ranked 7th,Ranked 3rd,Ranked 8th,Britain leaving the EU,The level of immigration,Jobs and the economy,The NHS and social care,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,Helping the country recover from Covid-19,Protecting the environment / climate change,Ranked 4th,Ranked 2nd,Ranked 5th,,Ranked 4th,Ranked 7th,Ranked 5th,Ranked 8th,The level of immigration,Britain leaving the EU,The NHS and social care,Education and schools,Jobs and the economy,"Transport and infrastructure (eg. roads, trains, bus routes)",Helping your area recover from Covid-19,Protecting the environment / climate change,Ranked 3rd,Ranked 1st,Ranked 6th,NA,London,2002,,
,7858f084-89fc-4d61-9659-5bec93ef7706,2545471689,2020-07-30 22:14:34,2020-07-30 22:23:58,England,Male,No formal qualifications ,,BN2 4,I voted to Leave,"Yes, I voted",I didn't vote,Didn't vote,Brexit Party,Somewhat disapprove,20-29,,0-9,81-90,0-9,20-29,0-9,20-29,0-9,0-9,0-9,0-9,40-49,30-39,61-70,0-9,No,No,No,Ranked 1st,Ranked 7th,Ranked 4th,Ranked 5th,Ranked 8th,Britain leaving the EU,The NHS and social care,,Helping the country recover from Covid-19,Jobs and the economy,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,Protecting the environment / climate change,Ranked 2nd,Ranked 3rd,Ranked 6th,Ranked 1st,Ranked 8th,Ranked 4th,Ranked 5th,Ranked 6th,Britain leaving the EU,The NHS and social care,The level of immigration,Helping your area recover from Covid-19,Jobs and the economy,Protecting the environment / climate change,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,,Ranked 3rd,Ranked 7th,NA,South East,1968,,
False,7858f084-89fc-4d61-9659-5bec93ef7706,9958213556,2020-07-31 16:30:44,2020-07-31 16:38:11,England,Male,"Other technical, professional or higher qualification",North West,L12 5,I voted to Leave,"Yes, I voted",Conservative,UK Independence Party (UKIP),Some other party,Strongly disapprove,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,0-9,10-19,0-9,20-29,0-9,,No,No,Ranked 2nd,Ranked 7th,Ranked 1st,,Ranked 8th,Helping the country recover from Covid-19,Britain leaving the EU,Jobs and the economy,The level of immigration,The NHS and social care,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,Protecting the environment / climate change,Ranked 5th,Ranked 4th,Ranked 6th,Ranked 2nd,Ranked 7th,Ranked 1st,Ranked 4th,Ranked 8th,Helping your area recover from Covid-19,Britain leaving the EU,The level of immigration,Jobs and the economy,The NHS and social care,"Transport and infrastructure (eg. roads, trains, bus routes)",Education and schools,Protecting the environment / climate change,Ranked 5th,Ranked 3rd,Ranked 6th,NA,North West,1960,,
